,Id,Appliance,Company,Energy_Consumption_kWh,Materials_Used,Manufacturing_Emissions_kg_CO2e,Transportation_Mode,Distance_Traveled_km,Transportation_Emissions_kg_CO2e,Energy_Efficiency,Water_Consumption_gallons,Energy_Star_Rating,Eco_Friendly_Certificate_1,Eco_Friendly_Certificate_2,Biodegradable_Packaging,Eco_Friendliness
5774,5775,Non-Eco Microwave,Generic,1055,"Steel, plastic",602,Truck,94,105,1,1,1,No Certification,No Certification,0,1
5775,5776,Non-Eco Microwave,HP,152,"Plastic, glass, copper, aluminum",92,Airplane,1548,400,5,0,5,EPEAT Certified,Energy Star Certified,1,4
5776,5777,Non-Eco Microwave,Philips,180,"Plastic, glass, copper, aluminum",102,Truck,585,400,5,0,4,RoHS Compliant,No Certification,1,5
5777,5778,Non-Eco Microwave,Generic,201,"Plastic, aluminum",41,Truck,1480,55,5,0,4,EcoLogo Certified,Energy Star Certified,0,4
5778,5779,Non-Eco Microwave,Generic,731,"Steel, aluminum",446,Ship,50,80,2,1,1,No Certification,No Certification,0,1
5779,5780,Non-Eco Microwave,Maytag,504,"Steel, aluminum",250,Truck,844,143,3,0,4,Cradle to Cradle Certified,Green Seal Certified,0,2
5780,5781,Non-Eco Microwave,Generic,909,"Steel, plastic",679,Truck,191,212,1,1,1,No Certification,No Certification,0,1
5781,5782,Non-Eco Microwave,Generic,60,"Steel, plastic",635,Truck,50,126,1,0,1,No Certification,No Certification,0,1
5782,5783,Non-Eco Microwave,Generic,602,"Steel, plastic",544,Truck,288,76,1,1,4,No Certification,No Certification,0,3
5783,5784,Non-Eco Microwave,Panasonic,128,"Steel, plastic, glass",41,Airplane,706,177,4,0,5,ENERGY STAR Certified,Energy Star Certified,0,5
5784,5785,Non-Eco Microwave,Philips,92,"Glass, tungsten",148,Ship,434,277,4,0,4,Cradle to Cradle Certified,EcoLogo Certified,0,5
5785,5786,Non-Eco Microwave,Generic,66,"Steel, plastic, glass",750,Truck,205,35,1,0,1,EcoLogo Certified,No Certification,1,1
5786,5787,Non-Eco Microwave,Dell,85,"Steel, plastic",128,Truck,370,118,5,0,3,No Certification,Energy Star Certified,1,3
5787,5788,Non-Eco Microwave,Generic,1184,"Steel, aluminum",553,Truck,50,78,1,0,1,No Certification,EcoLabel Certified,0,2
5788,5789,Non-Eco Microwave,Generic,587,"Steel, plastic, glass",606,Truck,50,85,2,0,1,No Certification,No Certification,0,1
5789,5790,Non-Eco Microwave,Maytag,675,"Steel, plastic, glass",325,Train,803,174,3,6,2,Cradle to Cradle Certified,EcoLogo Certified,0,2
5790,5791,Non-Eco Microwave,HP,698,"Steel, plastic, glass",640,Ship,50,194,2,0,4,ENERGY STAR Certified,No Certification,1,5
5791,5792,Non-Eco Microwave,Dell,646,"Steel, plastic, copper",363,Truck,50,85,1,1,3,No Certification,No Certification,0,3
5792,5793,Non-Eco Microwave,Dell,525,"Plastic, glass, copper, aluminum",92,Airplane,317,53,5,10,5,ENERGY STAR Certified,EcoLogo Certified,0,5
5793,5794,Non-Eco Microwave,Sony,71,"Steel, plastic, copper, aluminum",313,Ship,716,138,5,0,3,ENERGY STAR Certified,Energy Star Certified,0,3
5794,5795,Non-Eco Microwave,Generic,100,"Plastic, glass, copper, aluminum",678,Truck,73,155,1,0,4,No Certification,No Certification,0,1
5795,5796,Non-Eco Microwave,Generic,1500,"Glass, tungsten",694,Truck,397,67,1,0,1,No Certification,No Certification,0,1
5796,5797,Non-Eco Microwave,Generic,75,"Steel, plastic, glass",72,Truck,271,24,1,0,4,No Certification,Energy Star Certified,0,2
5797,5798,Non-Eco Microwave,HP,238,"Plastic, aluminum",99,Ship,1759,156,5,0,3,RoHS Compliant,Energy Star Certified,1,4
5798,5799,Non-Eco Microwave,Dell,497,"Plastic, glass, copper, aluminum",504,Train,673,245,5,0,4,Energy Star Certified,Green Seal Certified,1,5
5799,5800,Non-Eco Microwave,Generic,85,"Steel, plastic",459,Truck,137,87,4,0,4,No Certification,Energy Star Certified,0,4
5800,5801,Non-Eco Microwave,Generic,260,"Steel, plastic, glass",139,Truck,331,77,2,0,1,No Certification,No Certification,0,2
5801,5802,Non-Eco Microwave,Bosch,512,"Steel, plastic, copper, aluminum",415,Truck,914,149,3,2,3,ENERGY STAR Certified,Green Seal Certified,0,4
5802,5803,Non-Eco Microwave,Generic,1500,"Steel, plastic",750,Truck,50,130,1,1,1,No Certification,No Certification,0,2
5803,5804,Non-Eco Microwave,Generic,575,"Steel, plastic",432,Truck,50,271,2,13,2,Cradle to Cradle Certified,No Certification,0,1
5804,5805,Non-Eco Microwave,Whirlpool,612,"Steel, plastic, glass",388,Truck,874,222,5,0,4,Energy Star Certified,EcoLogo Certified,0,1
5805,5806,Non-Eco Microwave,Samsung,874,"Steel, plastic",674,Truck,936,151,3,0,4,Energy Star Certified,No Certification,0,3
5806,5807,Non-Eco Microwave,Generic,177,"Plastic, glass, copper, aluminum",123,Truck,240,112,1,0,1,No Certification,No Certification,0,2
5807,5808,Non-Eco Microwave,Generic,952,"Steel, plastic, glass",92,Ship,431,61,1,0,1,No Certification,No Certification,0,4
5808,5809,Non-Eco Microwave,Dell,79,"Plastic, aluminum",141,Truck,335,142,4,1,4,No Certification,Energy Star Certified,1,5
5809,5810,Non-Eco Microwave,Bosch,117,"Steel, plastic",145,Truck,219,400,4,0,3,EPEAT Certified,Energy Star Certified,1,5
5810,5811,Non-Eco Microwave,Generic,1423,"Steel, plastic, glass",646,Truck,250,99,1,1,1,No Certification,No Certification,0,1
5811,5812,Non-Eco Microwave,LG,214,"Steel, plastic, glass",137,Ship,1248,141,5,0,4,EPEAT Certified,EcoLabel Certified,1,5
5812,5813,Non-Eco Microwave,Panasonic,94,"Plastic, aluminum",52,Airplane,1497,400,5,0,4,RoHS Compliant,Energy Star Certified,1,5
5813,5814,Non-Eco Microwave,Maytag,60,"Steel, plastic, glass",110,Train,1963,269,4,0,4,RoHS Compliant,Green Seal Certified,0,4
5814,5815,Non-Eco Microwave,LG,60,"Plastic, aluminum",49,Ship,1091,400,5,1,5,No Certification,Energy Star Certified,1,4
5815,5816,Non-Eco Microwave,Panasonic,1023,"Steel, plastic, glass",480,Truck,574,127,2,1,1,No Certification,EcoLabel Certified,0,2
5816,5817,Non-Eco Microwave,Generic,1500,"Steel, plastic",717,Truck,121,86,1,0,1,No Certification,No Certification,0,1
5817,5818,Non-Eco Microwave,Panasonic,60,"Plastic, aluminum",109,Ship,1429,105,5,0,4,Energy Star Certified,Energy Star Certified,1,5
5818,5819,Non-Eco Microwave,Generic,60,"Plastic, aluminum",72,Truck,1168,125,4,0,4,Cradle to Cradle Certified,EcoLabel Certified,1,5
5819,5820,Non-Eco Microwave,Bosch,824,"Steel, plastic, glass",342,Ship,672,224,1,10,4,ENERGY STAR Certified,No Certification,0,4
5820,5821,Non-Eco Microwave,Sony,1377,"Glass, tungsten",750,Truck,408,79,2,7,1,Cradle to Cradle Certified,No Certification,1,1
5821,5822,Non-Eco Microwave,Panasonic,60,"Plastic, aluminum",73,Truck,323,149,3,0,4,Green Seal Certified,No Certification,1,1
5822,5823,Non-Eco Microwave,HP,773,"Steel, plastic, glass",82,Truck,437,170,2,0,1,ENERGY STAR Certified,No Certification,0,2
5823,5824,Non-Eco Microwave,HP,60,"Steel, plastic, copper",43,Airplane,1428,400,5,0,4,EPEAT Certified,Energy Star Certified,1,4
5824,5825,Non-Eco Microwave,Generic,603,"Steel, plastic, copper, aluminum",380,Ship,50,253,1,0,1,No Certification,Green Seal Certified,0,4
5825,5826,Non-Eco Microwave,Generic,669,"Steel, plastic, copper",327,Truck,747,122,4,0,5,No Certification,Green Seal Certified,0,5
5826,5827,Non-Eco Microwave,Generic,709,"Steel, plastic",700,Truck,50,65,4,0,1,No Certification,No Certification,0,1
5827,5828,Non-Eco Microwave,Generic,164,"Plastic, glass, copper, aluminum",709,Truck,210,124,1,0,2,No Certification,No Certification,0,1
5828,5829,Non-Eco Microwave,Generic,60,"Steel, plastic, copper",417,Truck,474,82,4,0,3,EcoLogo Certified,Green Seal Certified,0,5
5829,5830,Non-Eco Microwave,Philips,60,"Steel, plastic, copper, aluminum",461,Truck,971,200,3,11,2,Cradle to Cradle Certified,EcoLogo Certified,0,2
5830,5831,Non-Eco Microwave,Panasonic,118,"Steel, aluminum",112,Truck,645,122,3,0,4,RoHS Compliant,No Certification,1,5
5831,5832,Non-Eco Microwave,Maytag,156,"Steel, plastic",388,Truck,665,54,5,1,4,RoHS Compliant,Energy Star Certified,0,5
5832,5833,Non-Eco Microwave,LG,97,"Steel, aluminum",136,Truck,615,167,4,0,4,EcoLogo Certified,No Certification,0,2
5833,5834,Non-Eco Microwave,Generic,60,"Plastic, aluminum",79,Truck,215,400,1,0,4,Green Seal Certified,No Certification,1,4
5834,5835,Non-Eco Microwave,Dell,60,"Plastic, aluminum",77,Truck,271,206,4,0,4,EPEAT Certified,EcoLogo Certified,1,5
5835,5836,Non-Eco Microwave,Generic,479,"Steel, plastic",424,Truck,120,124,1,1,1,No Certification,No Certification,0,1
5836,5837,Non-Eco Microwave,Generic,963,"Steel, plastic",666,Truck,50,125,1,1,1,No Certification,No Certification,0,1
5837,5838,Non-Eco Microwave,Generic,750,"Steel, plastic, glass",750,Truck,485,89,1,0,1,No Certification,No Certification,0,1
5838,5839,Non-Eco Microwave,Generic,1028,"Steel, plastic, copper",750,Truck,148,118,2,0,1,No Certification,No Certification,0,1
5839,5840,Non-Eco Microwave,Samsung,105,"Plastic, glass, copper, aluminum",112,Ship,1737,400,5,0,4,EPEAT Certified,Energy Star Certified,1,5
5840,5841,Non-Eco Microwave,Maytag,629,"Steel, plastic, copper, aluminum",352,Ship,981,156,4,0,1,Green Seal Certified,EcoLogo Certified,0,1
5841,5842,Non-Eco Microwave,Generic,599,"Steel, plastic, glass",750,Truck,50,156,1,1,1,No Certification,No Certification,0,1
5842,5843,Non-Eco Microwave,Generic,683,"Steel, plastic, glass",73,Truck,626,182,1,1,4,No Certification,No Certification,0,3
5843,5844,Non-Eco Microwave,HP,60,"Plastic, aluminum",37,Airplane,1756,400,5,0,4,Green Seal Certified,Energy Star Certified,1,4
5844,5845,Non-Eco Microwave,Sony,68,"Steel, plastic, glass",82,Ship,741,177,5,0,5,Green Seal Certified,Green Seal Certified,1,5
5845,5846,Non-Eco Microwave,Generic,1500,"Steel, plastic, copper",711,Truck,50,50,1,0,1,No Certification,No Certification,0,1
5846,5847,Non-Eco Microwave,Generic,195,"Steel, plastic, glass",39,Truck,247,400,4,0,4,No Certification,Energy Star Certified,0,5
5847,5848,Non-Eco Microwave,Samsung,608,"Plastic, glass, copper, aluminum",484,Truck,998,174,5,1,4,ENERGY STAR Certified,EcoLogo Certified,0,1
5848,5849,Non-Eco Microwave,Generic,813,"Steel, plastic, glass",473,Truck,896,95,1,1,1,No Certification,No Certification,0,2
5849,5850,Non-Eco Microwave,Generic,216,"Steel, plastic",750,Truck,306,82,2,0,1,EPEAT Certified,No Certification,0,2
5850,5851,Non-Eco Microwave,HP,60,"Plastic, glass, copper, aluminum",354,Ship,829,71,5,13,5,ENERGY STAR Certified,No Certification,1,5
5851,5852,Non-Eco Microwave,Whirlpool,60,"Steel, plastic, copper, aluminum",337,Truck,885,234,5,5,5,Cradle to Cradle Certified,EcoLogo Certified,0,5
5852,5853,Non-Eco Microwave,Generic,1500,"Steel, plastic",750,Truck,50,139,1,1,1,No Certification,No Certification,0,1
5853,5854,Non-Eco Microwave,LG,669,"Steel, aluminum",698,Truck,827,130,1,0,1,No Certification,No Certification,0,1
5854,5855,Non-Eco Microwave,Generic,1233,"Steel, plastic",424,Truck,50,162,1,1,1,No Certification,No Certification,0,1
5855,5856,Non-Eco Microwave,HP,62,"Plastic, glass, copper, aluminum",55,Truck,516,384,5,0,4,ENERGY STAR Certified,Energy Star Certified,1,5
5856,5857,Non-Eco Microwave,Generic,1359,"Steel, plastic, glass",702,Truck,50,121,1,0,1,No Certification,No Certification,0,2
5857,5858,Non-Eco Microwave,Generic,548,"Glass, tungsten",301,Truck,667,245,2,0,4,No Certification,No Certification,0,1
5858,5859,Non-Eco Microwave,Whirlpool,602,"Steel, plastic, copper, aluminum",291,Ship,688,227,3,13,4,ENERGY STAR Certified,Green Seal Certified,0,3
5859,5860,Non-Eco Microwave,Maytag,60,"Plastic, glass, copper, aluminum",107,Truck,69,159,5,0,4,No Certification,EcoLogo Certified,0,4
5860,5861,Non-Eco Microwave,Generic,962,"Steel, plastic",750,Truck,50,171,2,0,2,No Certification,No Certification,0,3
5861,5862,Non-Eco Microwave,Bosch,60,"Steel, aluminum",312,Truck,973,178,4,0,5,Energy Star Certified,No Certification,0,1
5862,5863,Non-Eco Microwave,Maytag,1435,"Steel, plastic, copper, aluminum",454,Ship,135,84,2,0,4,ENERGY STAR Certified,No Certification,1,4
5863,5864,Non-Eco Microwave,Generic,227,"Steel, plastic, glass",483,Truck,222,172,1,0,3,No Certification,No Certification,0,1
5864,5865,Non-Eco Microwave,Samsung,60,"Plastic, aluminum",30,Ship,1732,400,5,0,4,Cradle to Cradle Certified,EcoLabel Certified,1,5
5865,5866,Non-Eco Microwave,LG,60,"Steel, plastic, copper",86,Truck,866,160,4,1,4,RoHS Compliant,Energy Star Certified,1,4
5866,5867,Non-Eco Microwave,Maytag,1220,"Plastic, glass, copper, aluminum",311,Truck,205,121,5,0,5,Energy Star Certified,EcoLogo Certified,0,3
5867,5868,Non-Eco Microwave,Sony,72,"Steel, plastic, copper, aluminum",83,Ship,840,212,5,0,4,ENERGY STAR Certified,No Certification,1,5
5868,5869,Non-Eco Microwave,Whirlpool,60,"Plastic, aluminum",750,Ship,1123,400,4,0,5,ENERGY STAR Certified,Energy Star Certified,1,4
5869,5870,Non-Eco Microwave,Samsung,60,"Steel, plastic",542,Truck,242,108,1,0,3,No Certification,No Certification,1,2
5870,5871,Non-Eco Microwave,Maytag,651,"Steel, plastic, copper, aluminum",55,Ship,1037,233,3,6,4,Energy Star Certified,EcoLogo Certified,0,2
5871,5872,Non-Eco Microwave,Panasonic,60,"Plastic, glass, copper, aluminum",30,Airplane,2000,400,5,0,4,EcoLogo Certified,Energy Star Certified,1,4
5872,5873,Non-Eco Microwave,Bosch,60,"Steel, plastic",350,Ship,1053,261,5,9,3,ENERGY STAR Certified,No Certification,0,5
5873,5874,Non-Eco Microwave,Panasonic,248,"Steel, plastic, copper",446,Truck,658,115,2,0,5,Energy Star Certified,Green Seal Certified,0,1
5874,5875,Non-Eco Microwave,LG,60,"Steel, plastic, copper",297,Ship,50,88,4,0,4,No Certification,Green Seal Certified,0,2
5875,5876,Non-Eco Microwave,Bosch,504,"Glass, tungsten",592,Ship,487,102,1,14,1,RoHS Compliant,No Certification,0,4
5876,5877,Non-Eco Microwave,Sony,1101,"Steel, plastic, glass",750,Truck,50,125,1,0,1,No Certification,No Certification,0,1
5877,5878,Non-Eco Microwave,Whirlpool,675,"Steel, plastic, glass",750,Truck,50,182,1,0,1,No Certification,No Certification,0,1
5878,5879,Non-Eco Microwave,Dell,428,"Steel, plastic, copper",750,Ship,876,64,2,9,1,ENERGY STAR Certified,Green Seal Certified,0,1
5879,5880,Non-Eco Microwave,LG,724,"Steel, plastic, copper, aluminum",319,Truck,609,225,3,8,4,No Certification,EcoLogo Certified,0,1
5880,5881,Non-Eco Microwave,Panasonic,75,"Steel, plastic, glass",163,Train,467,112,5,15,4,ENERGY STAR Certified,No Certification,1,5
5881,5882,Non-Eco Microwave,Dell,540,"Steel, plastic, copper, aluminum",439,Ship,881,239,1,12,4,Cradle to Cradle Certified,EcoLogo Certified,0,2
5882,5883,Non-Eco Microwave,Generic,795,"Glass, tungsten",563,Truck,102,71,4,1,1,ENERGY STAR Certified,Green Seal Certified,0,3
5883,5884,Non-Eco Microwave,Philips,1048,"Steel, plastic",750,Truck,50,98,2,1,1,No Certification,No Certification,0,1
5884,5885,Non-Eco Microwave,Panasonic,213,"Glass, tungsten",104,Truck,263,112,4,0,3,No Certification,No Certification,0,5
5885,5886,Non-Eco Microwave,Sony,461,"Steel, plastic, copper",338,Ship,1028,118,5,0,3,No Certification,Green Seal Certified,1,5
5886,5887,Non-Eco Microwave,Generic,1360,"Steel, aluminum",671,Truck,894,129,1,9,1,Cradle to Cradle Certified,No Certification,0,1
5887,5888,Non-Eco Microwave,Maytag,723,"Steel, plastic",395,Ship,1017,43,2,14,3,RoHS Compliant,No Certification,0,5
5888,5889,Non-Eco Microwave,HP,119,"Plastic, glass, copper, aluminum",100,Airplane,374,83,4,0,4,No Certification,No Certification,1,4
5889,5890,Non-Eco Microwave,Dell,169,"Plastic, glass, copper, aluminum",110,Airplane,1599,400,5,0,4,EcoLogo Certified,Energy Star Certified,1,5
5890,5891,Non-Eco Microwave,Sony,1147,"Steel, aluminum",750,Truck,50,160,3,0,4,EPEAT Certified,No Certification,0,2
5891,5892,Non-Eco Microwave,Generic,308,"Steel, plastic",750,Truck,50,41,1,0,1,No Certification,No Certification,0,3
5892,5893,Non-Eco Microwave,Dell,711,"Steel, plastic, copper",68,Truck,50,137,4,0,4,No Certification,EcoLogo Certified,0,3
5893,5894,Non-Eco Microwave,Whirlpool,60,"Plastic, glass, copper, aluminum",60,Train,686,400,5,10,5,RoHS Compliant,EcoLogo Certified,1,5
5894,5895,Non-Eco Microwave,Generic,763,"Steel, aluminum",357,Truck,775,130,3,0,3,EPEAT Certified,EcoLogo Certified,1,2
5895,5896,Non-Eco Microwave,Generic,61,"Steel, plastic",178,Truck,196,111,4,0,3,Green Seal Certified,No Certification,0,2
5896,5897,Non-Eco Microwave,Generic,867,"Steel, plastic",546,Truck,50,130,1,0,1,ENERGY STAR Certified,No Certification,0,2
5897,5898,Non-Eco Microwave,Generic,826,"Steel, plastic",631,Truck,520,119,1,1,1,No Certification,No Certification,0,2
5898,5899,Non-Eco Microwave,Generic,1289,"Steel, plastic, copper",610,Truck,50,155,2,1,1,No Certification,No Certification,0,1
5899,5900,Non-Eco Microwave,Dell,263,"Steel, plastic, copper",555,Truck,576,48,3,0,4,No Certification,No Certification,0,3
5900,5901,Non-Eco Microwave,Generic,141,"Plastic, glass, copper, aluminum",607,Truck,338,179,3,0,1,RoHS Compliant,EcoLogo Certified,0,1
5901,5902,Non-Eco Microwave,Generic,1403,"Plastic, glass, copper, aluminum",79,Truck,422,65,4,0,4,No Certification,No Certification,0,3
5902,5903,Non-Eco Microwave,Whirlpool,60,"Steel, aluminum",50,Truck,710,108,5,0,2,Green Seal Certified,Green Seal Certified,0,2
5903,5904,Non-Eco Microwave,Generic,720,"Steel, plastic",750,Truck,373,71,2,0,1,EPEAT Certified,EcoLabel Certified,0,1
5904,5905,Non-Eco Microwave,Panasonic,64,"Steel, plastic, glass",56,Truck,516,139,5,0,1,EcoLogo Certified,Green Seal Certified,0,5
5905,5906,Non-Eco Microwave,Philips,153,"Glass, tungsten",88,Airplane,1762,104,5,0,3,RoHS Compliant,Energy Star Certified,1,5
5906,5907,Non-Eco Microwave,Philips,60,"Plastic, aluminum",60,Airplane,1732,398,5,0,4,EPEAT Certified,EcoLogo Certified,1,5
5907,5908,Non-Eco Microwave,Samsung,60,"Steel, plastic",491,Truck,71,174,1,0,1,No Certification,No Certification,0,2
5908,5909,Non-Eco Microwave,Generic,955,"Steel, aluminum",701,Truck,50,154,3,0,3,No Certification,No Certification,0,3
5909,5910,Non-Eco Microwave,Panasonic,60,"Steel, plastic, copper",43,Ship,874,108,5,0,3,No Certification,Energy Star Certified,1,5
5910,5911,Non-Eco Microwave,Maytag,92,"Plastic, aluminum",44,Ship,1033,125,4,0,3,RoHS Compliant,Green Seal Certified,1,4
5911,5912,Non-Eco Microwave,Dell,1500,"Steel, plastic, copper",750,Truck,317,155,5,0,4,EPEAT Certified,Energy Star Certified,0,2
5912,5913,Non-Eco Microwave,Samsung,734,"Steel, plastic, glass",403,Truck,961,34,4,1,4,RoHS Compliant,No Certification,1,5
5913,5914,Non-Eco Microwave,Generic,1375,"Steel, plastic",750,Truck,50,108,1,0,1,No Certification,No Certification,0,1
5914,5915,Non-Eco Microwave,Sony,140,"Plastic, aluminum",136,Airplane,494,400,4,1,4,EPEAT Certified,Energy Star Certified,1,5
5915,5916,Non-Eco Microwave,Generic,1437,"Steel, plastic, copper",619,Truck,50,173,1,1,1,No Certification,No Certification,0,1
5916,5917,Non-Eco Microwave,Philips,201,"Plastic, glass, copper, aluminum",145,Truck,199,105,3,1,4,No Certification,EcoLogo Certified,1,4
5917,5918,Non-Eco Microwave,Generic,630,"Plastic, aluminum",392,Ship,709,206,1,0,4,ENERGY STAR Certified,Energy Star Certified,0,5
5918,5919,Non-Eco Microwave,Dell,404,"Steel, plastic",439,Ship,348,149,5,0,4,ENERGY STAR Certified,Energy Star Certified,0,2
5919,5920,Non-Eco Microwave,Maytag,682,"Steel, plastic, copper, aluminum",320,Train,790,285,5,11,5,ENERGY STAR Certified,EcoLogo Certified,1,2
5920,5921,Non-Eco Microwave,Generic,213,"Steel, plastic",139,Airplane,250,45,4,0,4,No Certification,Energy Star Certified,0,5
5921,5922,Non-Eco Microwave,Sony,60,"Steel, plastic, copper, aluminum",361,Ship,973,230,4,0,4,ENERGY STAR Certified,EcoLabel Certified,0,5
5922,5923,Non-Eco Microwave,Sony,60,"Steel, plastic, copper, aluminum",84,Train,775,313,5,0,5,EPEAT Certified,Energy Star Certified,1,5
5923,5924,Non-Eco Microwave,Generic,228,"Steel, plastic, glass",91,Ship,50,186,5,0,4,No Certification,No Certification,0,4
5924,5925,Non-Eco Microwave,Generic,1184,"Steel, plastic",681,Truck,177,94,1,0,1,No Certification,No Certification,0,1
5925,5926,Non-Eco Microwave,Samsung,60,"Plastic, aluminum",60,Airplane,1709,66,5,1,5,Energy Star Certified,Energy Star Certified,1,5
5926,5927,Non-Eco Microwave,Generic,717,"Steel, aluminum",407,Train,246,248,2,7,1,No Certification,EcoLabel Certified,0,1
5927,5928,Non-Eco Microwave,Generic,112,"Glass, tungsten",122,Truck,160,162,5,1,4,No Certification,No Certification,0,4
5928,5929,Non-Eco Microwave,Sony,472,"Steel, plastic, copper, aluminum",319,Ship,50,227,5,1,4,RoHS Compliant,EcoLogo Certified,1,1
5929,5930,Non-Eco Microwave,Generic,986,"Steel, plastic, glass",750,Truck,383,93,1,0,1,No Certification,No Certification,0,1
5930,5931,Non-Eco Microwave,Generic,104,"Steel, plastic",127,Truck,111,96,5,0,2,ENERGY STAR Certified,No Certification,0,2
5931,5932,Non-Eco Microwave,Maytag,805,"Steel, plastic, copper, aluminum",364,Truck,1002,115,4,0,5,ENERGY STAR Certified,Energy Star Certified,0,5
5932,5933,Non-Eco Microwave,Sony,170,"Steel, aluminum",95,Airplane,2000,119,5,1,4,ENERGY STAR Certified,Energy Star Certified,0,2
5933,5934,Non-Eco Microwave,Panasonic,60,"Steel, plastic, glass",129,Truck,568,175,1,0,1,Green Seal Certified,No Certification,0,2
5934,5935,Non-Eco Microwave,Sony,315,"Steel, plastic, copper, aluminum",244,Train,1124,202,2,13,4,EcoLogo Certified,EcoLogo Certified,1,5
5935,5936,Non-Eco Microwave,Sony,60,"Plastic, glass, copper, aluminum",73,Truck,310,150,4,0,4,RoHS Compliant,No Certification,1,4
5936,5937,Non-Eco Microwave,Panasonic,1390,"Plastic, glass, copper, aluminum",551,Truck,94,120,3,0,1,Green Seal Certified,Green Seal Certified,1,5
5937,5938,Non-Eco Microwave,Generic,423,"Plastic, glass, copper, aluminum",426,Ship,1067,186,2,11,4,ENERGY STAR Certified,Green Seal Certified,0,4
5938,5939,Non-Eco Microwave,Generic,1500,"Steel, plastic, glass",724,Truck,50,62,2,0,1,No Certification,No Certification,0,3
5939,5940,Non-Eco Microwave,Generic,172,"Glass, tungsten",623,Truck,50,92,4,0,3,No Certification,No Certification,0,2
5940,5941,Non-Eco Microwave,Generic,1423,"Steel, plastic, copper, aluminum",750,Truck,50,172,2,0,1,No Certification,No Certification,0,1
5941,5942,Non-Eco Microwave,Generic,1500,"Glass, tungsten",610,Truck,50,52,1,0,1,No Certification,No Certification,0,3
5942,5943,Non-Eco Microwave,Panasonic,400,"Steel, aluminum",401,Ship,679,158,4,0,5,ENERGY STAR Certified,Energy Star Certified,0,4
5943,5944,Non-Eco Microwave,Generic,113,"Steel, plastic",750,Truck,50,132,1,1,1,No Certification,No Certification,0,1
5944,5945,Non-Eco Microwave,HP,93,"Steel, plastic",112,Ship,50,158,5,0,3,RoHS Compliant,Energy Star Certified,1,4
5945,5946,Non-Eco Microwave,Generic,553,"Plastic, aluminum",108,Airplane,371,73,4,0,4,ENERGY STAR Certified,No Certification,0,2
5946,5947,Non-Eco Microwave,Generic,476,"Steel, plastic, copper, aluminum",287,Train,843,258,5,8,4,Cradle to Cradle Certified,EcoLogo Certified,1,4
5947,5948,Non-Eco Microwave,Generic,861,"Plastic, aluminum",93,Truck,68,146,2,1,5,No Certification,No Certification,0,1
5948,5949,Non-Eco Microwave,Philips,72,"Steel, plastic",717,Truck,50,92,5,0,3,No Certification,No Certification,0,2
5949,5950,Non-Eco Microwave,Generic,248,"Steel, plastic",140,Ship,241,188,2,0,1,EPEAT Certified,No Certification,0,1
5950,5951,Non-Eco Microwave,Generic,497,"Steel, aluminum",699,Truck,95,71,1,0,1,No Certification,EcoLabel Certified,0,1
5951,5952,Non-Eco Microwave,Generic,906,"Steel, plastic, copper, aluminum",437,Truck,438,141,1,0,1,No Certification,No Certification,0,3
5952,5953,Non-Eco Microwave,LG,107,"Steel, plastic, copper",84,Airplane,259,109,4,0,3,No Certification,Energy Star Certified,0,5
5953,5954,Non-Eco Microwave,Dell,60,"Plastic, glass, copper, aluminum",129,Truck,391,125,5,0,4,EPEAT Certified,Energy Star Certified,1,5
5954,5955,Non-Eco Microwave,Bosch,213,"Steel, plastic",122,Truck,50,106,5,0,3,Green Seal Certified,No Certification,0,3
5955,5956,Non-Eco Microwave,Generic,61,"Plastic, aluminum",613,Truck,472,34,5,0,1,Energy Star Certified,No Certification,0,2
5956,5957,Non-Eco Microwave,Generic,1084,"Steel, plastic, copper, aluminum",750,Truck,214,151,1,0,1,No Certification,No Certification,0,2
5957,5958,Non-Eco Microwave,Generic,1095,"Steel, plastic, glass",425,Truck,1099,59,4,0,4,Cradle to Cradle Certified,No Certification,0,2
5958,5959,Non-Eco Microwave,Generic,1358,"Steel, plastic, copper",651,Truck,304,115,1,0,1,No Certification,No Certification,0,3
5959,5960,Non-Eco Microwave,Panasonic,60,"Plastic, aluminum",95,Truck,1691,356,5,0,4,RoHS Compliant,EcoLabel Certified,1,5
5960,5961,Non-Eco Microwave,Maytag,60,"Steel, plastic",352,Train,1279,211,5,14,4,RoHS Compliant,Energy Star Certified,1,5
5961,5962,Non-Eco Microwave,Generic,1435,"Steel, plastic",750,Truck,52,127,1,0,1,No Certification,No Certification,0,1
5962,5963,Non-Eco Microwave,Generic,969,"Plastic, aluminum",737,Truck,859,61,2,0,3,Cradle to Cradle Certified,EcoLogo Certified,0,2
5963,5964,Non-Eco Microwave,Generic,1204,"Steel, plastic, glass",112,Truck,50,120,2,1,1,RoHS Compliant,No Certification,0,2
5964,5965,Non-Eco Microwave,Whirlpool,475,"Steel, plastic, copper, aluminum",226,Ship,1193,237,5,10,5,RoHS Compliant,EcoLogo Certified,0,5
5965,5966,Non-Eco Microwave,LG,60,"Steel, plastic, copper",30,Truck,820,236,5,0,4,No Certification,Energy Star Certified,0,4
5966,5967,Non-Eco Microwave,Philips,60,"Plastic, aluminum",97,Truck,506,400,4,0,4,Green Seal Certified,Energy Star Certified,1,5
5967,5968,Non-Eco Microwave,Generic,60,"Plastic, glass, copper, aluminum",107,Ship,50,151,5,0,2,No Certification,EcoLogo Certified,0,1
